"Date","ZM-US","CTAS-US","FAST-US","ANSS-US","WBA-US","ADSK-US","ADI-US","ILMN-US","MSFT-US","MAR-US","SBUX-US","MNST-US","DLTR-US","COST-US","FISV-US","REGN-US","ALGN-US","QCOM-US","SIRI-US","SGEN-US","ADP-US","BIIB-US","GILD-US","AMGN-US","ROST-US","ATVI-US","TXN-US","AMZN-US","CTSH-US","ORLY-US","NVDA-US","KLAC-US","AEP-US","ADBE-US","PCAR-US","NFLX-US","MCHP-US","MRVL-US","MU-US","CDNS-US","AAPL-US","EBAY-US","LRCX-US","SNPS-US","IDXX-US","INTC-US","CSCO-US","EA-US","ISRG-US","PEP-US","INTU-US","XEL-US","CPRT-US","BKNG-US","PAYX-US","AMAT-US","VRTX-US","EXC-US","DXCM-US","LULU-US","GOOGL-US","MELI-US","KDP-US","NXPI-US","MDLZ-US","CMCSA-US","VRSK-US","AVGO-US","TSLA-US","CHTR-US","TMUS-US","META-US","TEAM-US","WDAY-US","PYPL-US","KHC-US","PDD-US","MRNA-US","sentiment"
2021-03-03,341.57,336.31,46.45,319.86,47.63,269.3,149.94,416.41,227.56,146.31,106.22,42.3,101.88,323.92,115.8,446.73,527.43,131.66,5.89,147.93,174.49,266.6,62.75,223.94,111.05,93.71,170.59,150.25,73.16,454.5,128.0475,303.81,76.32,448.45,63.493332,520.7,74.185,45.56,89.11,133.74,122.06,54.6,551.23,236.93,498.02,59.9,45.13,133.05,242.38359,129.14,388.71,58.03,53.505,2275,90.48,115.44,208.44,28.18754,92.175,295.99,100.5705,1528,30.62,175.99,52.94,53.73,164.81,463.06,217.73334,601.02,118.84,255.41,227.68,236.7,255.06,37.98,168.75,131.22,-0.0344964429501084
2021-03-04,343.09,326.73,44.17,306.16,46.86,265.44,144.52,399.61,226.73,144.77,104.89,42.34,101.81,319.04,115.55,449.38,520.45,127.8,5.79,145.45,171.01,263.57,63.23,221.91,112.02,91.54,163.25,148.87851,72.4,450.26,123.7025,287.62,77.25,439.06,61.600002,511.29,70.045,40.095,84.33,128.81,120.13,53.34,528.81,229.8,485.85,58.33,44.56,131.29,236.39023,128.83,376.33,58.92,52.055,2219.35,89.31,108.24,207.79,28.358677,89.0675,285.14,101.6965,1458.64,30.88,167.28,53.96,53.93,161.65,443.59,207.14667,607.64,118.61,257.64,225.44,230.35,239.07,37.21,158.4,132.3,-0.0633177412356322
2021-03-05,337.43,339.35,45.18,308.03,47.2,267.39,148.88,398.85,231.6,146.92,105.2,43.21,104.08,317.32,119.69,461.57,536.46,129.75,5.89,149.35,178.26,270.71,64.62,227.73,113.13,92.58,167.94,150.023,73.71,465.85,124.615,295.87,78.9,440.83,62.76667,516.39,72.72,41.51,88.93,126.69,121.42,53.76,547.7,227.8,499.7,60.74,46.25,132.6,237.79025,133.03,382.21,61.35,53.195,2307.1,92.12,113.45,211.98,28.265978,91.0225,293.24,104.85351,1470.24,31.53,180.9,55.58,55.09,168.12,450.14,199.31668,624.03,124.68,264.28,228.21,237.02,239.05,37.85,156.82,132.19,0.0149841474489796
2021-03-08,310.93,340.6,44.66,293.55,48.48,253.1,144.06,383.62,227.39,150.44,105.03,42.57,108.07,311.42,121.5,463.19,496.07,123.2,5.91,148.68,180.42,270.01,64.75,227.81,120.37,89.21,162.11,147.5975,72.69,472.9,115.9325,274.04,80.49,421.2,62.293335,493.33,68.375,40.06,85.05,119.68,116.36,53.49,502.61,218.49,482.6,59.85,47.51,127.21,228.30023,132.13,370.42,61.96,51.995,2368.74,93.2,105.68,213.58,29.014698,88.015,288.94,100.375,1369.54,32.47,171,55.15,55.475,171.65,421.25,187.66667,612.38,127.06,255.31,223.42,231.07,226.09,38.67,137.6,123.47,0.0559337248920863
2021-03-09,342.11,345.84,45.69,308,48.46,263.97,149.43,400.86,233.78,147,106.55,44.22,107.59,318.78,122.5,470.63,515.87,129.11,5.97,150.56,183.06,266.49,64.33,228.99,124.98,92.5,170.36,153.1425,74.39,464.92,125.2025,294.1,80.6,439.18,63.48667,506.44,72.73,43.86,89.3,127.3,121.085,56.17,543.51,228.4,493.57,62.67,47.89,130.93,234.26689,132.25,384.58,62.15,53.155,2366.79,94.55,114.22,214.04,29.613674,90.735,298.35,102.018,1452.01,33.09,183.82,55.62,55.57,174.42,443.6,224.52667,614.77,126.31,265.74,233.05,245.92,241.76,39.13,154.18,130.87,0.123816436020583
2021-03-10,336.03,353.04,46.15,310.09,50.52,263.64,147.11,399.45,232.42,147.14,107.78,44.7,107.83,323.83,123.86,467.95,511.79,127.87,6.06,149.55,182.07,262.61,63.91,229.96,121.57,91.31,169.42,152.882,76.02,473.9,124.6825,283.45,81.2,437.01,64.39333,504.54,70.66,42.84,85.41,126.88,119.98,55.34,518.7,228.84,488.78,62.25,48.29,130.12,239.93692,133.58,382.82,62.18,54.335,2369.32,94.7,112.68,214.29,29.848988,89.0975,309,101.8095,1435.57,33.56,180.43,56.19,57.21,174.86,437.59,222.68668,629.07,127.41,264.9,225.69,242.71,242.07,39.51,148.14,129.75,0.158219763934426
2021-03-11,355.17,360.04,46.37,322.64,51.52,274.36,151.03,412.89,237.13,148.83,107.32,44.675,108.57,328.65,124.11,469.96,544,131.74,6.14,153.09,181.56,267.44,63.09,231.17,120.87,92.94,174.95,155.6795,77.54,474.35,129.935,296.36,80,451.06,65.16667,523.06,74.105,46.3,89.31,130.13,121.96,56.24,535.39,234.26,502.94,63.31,48.8,131.34,244.00024,133.22,399.17,61.86,55.16,2362.06,95.16,117.19,215.15,29.970207,91.695,310.34,105.027,1570.78,33.3,188.5,56.27,56.89,173.21,453.69,233.2,624.23,125.99,273.88,235.8,257.27,253.83,38.47,162.4,140.47,0.035746117866005
2021-03-12,346.39,358.29,47.15,316.88,53.21,268.11,149.54,405.12,235.75,150.2,107.81,44.47,108.61,331.14,124.13,471.46,536.44,129.98,6.16,150.73,182.77,266.13,61.56,230.36,122.62,93.035,173.57,154.4745,77.77,482.64,128.56,294.27,81.04,444.3,64.63333,518.02,73.725,47.16,87.77,125.74,121.03,55.8,524.82,229.45,497.75,62.9,48.82,130.49,244.66356,133.04,395.95,62.08,54.975,2401.04,95.25,114.29,214.33,30.369526,89.4325,306.08,102.5,1550.15,33.37,183.47,56.87,57.09,171.76,451.17,231.24333,624.15,127.12,268.4,229.26,252.73,250.35,38.11,161.06,136.99,0.0262847461538462
2021-03-15,350,351.6,48.13,325.71,55.05,273.02,151,420.32,234.81,153.56,108.9,44.655,109.3,330.51,124,483.94,558.85,131.64,6.25,151.67,189.08,260.13,63.07,235.96,125.27,92.575,174.91,154.084,79.27,484.31,131.9125,298.96,82.28,447.59,66.293335,520.25,74.78,48.36,88.85,129.39,123.99,57.67,536.75,234.87,512.76,63.79,49.41,130.89,245.02025,133.03,396.84,63.07,55.42,2439.5,97.75,114.88,219.65,30.918589,90.4825,314.32,102.722,1581.32,33.58,199.91,57.23,57.53,174.59,470.77,235.98001,625,125.63,273.75,236.62,254.88,249.98,38.53,159.13,143.66,-0.0378318317673378
2021-03-16,335.08,347.95,47.72,330.78,54.71,275.01,153.08,419.53,237.71,150.63,111.34,44.695,109.04,327.25,124.12,482.17,542.54,133.65,6.33,147.43,188.28,259.92,64.01,240.32,123.39,93.28,177.14,154.593,78.06,483.92,132.9125,301.95,83.5,450.54,63.793335,524.03,74.95,47.96,91.43,129.39,125.57,57.42,547.18,234.05,506.92,64.78,49.67,131.74,242.21024,134.01,395.42,63.41,54.515,2396.56,98.04,118.5,218.99,30.918589,88.6625,308.75,104.194496,1550.49,34.085,202.78,57.78,58.04,172.97,478.18,225.62668,639.65,127.78,279.28,235.89,257.12,249.31,38.74,160.89,156.02,0.0165324533936651
2021-03-17,336.65,343.22,48.41,328.37,54.1,272.84,154.16,420.12,237.04,155.95,110.46,44.3,107.7,329.19,123.53,496.01,540.01,133.92,6.29,149.78,187.88,264.15,64.42,244.27,123.68,92.44,179.35,156.7865,78.03,482.98,133.4125,305.39,82.12,451.01,64.113335,524.44,76.91,48.1,94.76,128.49,124.76,59,553.01,235.61,504.9,65.78,49.42,130.6,241.54692,133.62,391.72,62.69,55.265,2461.78,97.98,119.9,217.08,30.640491,87.925,315.22,104.111,1537.62,34.1,208.34,57.92,57.5,171.94,483.59,233.93668,641.86,127.3,284.01,234,260.72,251.47,39.08,149.46,147.55,0.0426241308880309
2021-03-18,316.32,337.23,47.5,321.49,52.7,263.44,149.45,409.19,230.72,154.29,107.62,43.96,105.25,322.98,122.41,474.68,514.36,129.75,6.1,144.91,186.06,262.27,64.08,244.42,123.17,89.58,174.36,151.3995,76.4,482.18,127.225,288.74,82.6,439.18,63.413338,504.79,72.745,45.55,89.82,124.03,120.53,58.9,539.17,227.39,484.47,63.725,48.8,128,233.10689,132.53,373.97,62.4,54.505,2346.95,97.29,114.28,213.36,30.447964,84.7875,306.35,101.067,1436.17,33.89,198.59,57.91,55.87,170.55,464.15,217.72,629.39,124.91,278.62,219.28,249.14,238.41,38.94,141.82,141.46,0.00243183609865468
2021-03-19,326.26,333.05,47.63,324.25,52.54,261.5,151.91,415.9,230.35,152.28,106.34,43.96,108.12,328.91,121.87,473.7,529.46,131.02,6.08,146.62,183.93,267.07,64.46,245.94,121.31,90.49,175.98,153.748,76.55,488.1,128.4575,292.88,83.67,441.5,63.373333,512.18,75.03,47,90.51,125.48,119.99,59.73,542.31,227.86,484.88,63.76,48.98,128.4,235.83022,134.5,381.28,62.99,53.2975,2287.74,95.84,114.86,216.11,30.640491,86.1575,308.71,101.348,1448.89,34.14,202.04,58.1,55.46,171.87,474.46,218.29001,629.74,124.19,290.11,219.09,251.23,241.28,39.14,141.8,143.74,0.0353736496350365
2021-03-22,328.5,336.33,47.98,334.86,53.11,265.96,154.5,429.92,235.99,151.5,107.57,44.525,110.25,334.49,121.71,483.22,530.6,134.09,6.31,148.13,184.39,272.34,65.53,249.69,120.66,91.87,180.1,155.5435,76.73,490.84,131.8625,305.36,83.63,452.41,62.38667,523.11,77.43,47.67,91.28,127.97,123.39,60.29,560.03,234.43,491.37,65.63,50.3,131.41,238.24356,137.8,383.02,63.75,54.895,2231.89,96.58,119.33,218.82,30.51214,89.955,313.6,101.5345,1476.11,34.58,200.4,58.835,56.37,174.82,475.28,223.33334,637.62,126.11,293.54,221.74,257.27,244.385,39.55,137.15,145.6,0.197430161016949
2021-03-23,339.76,333.01,47.7,333.53,52.03,269,150.49,416.43,237.58,142.42,106.25,44.81,109.86,340.34,121.29,469.76,518.88,132.52,6.24,143.84,184.04,267.21,64.5,245.04,116.68,91.38,178.78,156.875,76.23,485.29,130.7075,297.06,84.64,460.2,60.78,535.09,74.99,46.15,85.4,128.25,122.54,60.31,544.41,235.13,487.66,63.48,50.01,133.05,236.94023,139.46,383.2,65.44,53.695,2215,96.15,116.38,213.59,30.51927,91.0425,314.03,102.0665,1446.65,34.61,191.62,58.6,56.14,177.59,464.06,220.72,645.45,124.39,290.63,222.92,257.39,243.77,38.92,136.06,136.52,0.00863930384615385
2021-03-24,314.96,335.95,48.23,330.37,51.78,263.18,150.44,406.8,235.46,143.28,104.97,44.36,110.5,338.04,123.25,460.32,506.17,127.18,6.11,140.19,185.27,265.69,64.35,245.47,115.48,90.51,178.9,154.3535,76.94,488.86,126.43,297.89,84.99,451.51,60.460003,520.81,73.38,45.25,83,126.97,120.09,57.64,552.45,233.05,472.97,62.04,49.65,129.8,237.02359,138.81,377.29,65.58,52.95,2202.73,96.96,121.1,211.54,30.611969,88.9325,307.31,101.6265,1387.85,34.365,187.28,58.06,55.92,176.93,457.27,210.09001,651.56,122.36,282.14,210.44,246.07,234.27,38.23,124.18,131.61,-0.0173802980088496
2021-03-25,314.85,337.06,49.22,327.88,51.71,262.19,149.9,398.13,232.34,146.57,107.35,44.395,111.08,346.34,122.95,463.48,517.87,127.28,6.15,139.28,187,273.97,63.99,246.25,118.99,90.85,178.49,152.313,77.1,496.98,125.3525,299.41,84.72,450.99,61.513332,502.86,73.58,44.75,84.09,125.67,120.59,58.09,548.03,231.67,472.11,62.02,50.51,130.03,234.83356,139.63,372.39,66,52.755,2268.91,98.31,119.72,212.36,30.925718,87.0475,306.21,101.623,1402.5,34.54,191.31,58.56,56.3,174.78,461.7,213.46335,637.79,123.48,278.74,206.84,246.15,234.24,39.2,127.53,133.33,0.169667956880734
2021-03-26,319.95,346.61,50.56,342.96,52.03,269.01,157.11,401.46,236.48,146.82,109.9,45.825,114.39,352.02,123.61,476.91,528.34,132.99,6.22,139.67,192.69,276.63,65.24,252.86,122.36,92.4,188.2,152.6015,79.24,506.74,128.3925,319.94,84.99,469.09,62.453335,508.05,77.71,46.97,87.99,132.58,121.21,60.83,584.23,242.75,480.22,64.87,52.57,132.85,243.58357,142.7,376.58,66.31,53.715,2323.53,100.82,128.64,214.64,31.039808,88.1825,314,101.2365,1431.97,35.24,199,59.44,55.18,178.63,482.04,206.23668,631.75,122.99,283.02,212.94,249.66,241.03,40.03,131.29,133.28,0.0960821706382979
2021-03-29,308.39,341.2,50.68,342.23,52.85,270.78,153.85,395,235.24,144.6,109.13,45.96,115.75,356.15,121.49,481.52,516,131.27,6.15,139.93,192.5,276.08,66.19,254.96,120.03,94.02,186.18,153.7865,78.06,508.03,129.4825,314.31,85.84,469.32,62.12667,513.95,75.425,46.51,86.59,132.75,121.39,59.85,570.29,240.46,479.18,64.5,52.52,134.97,241.31691,144.81,374.62,67,53.06,2351.36,100.28,125.71,216.71,31.196684,87.3425,316.16,102.289505,1403.42,35.49,194.14,60.18,55.19,180.32,472.62,203.76334,636.68,123.46,290.82,204.59,243.12,235.67,40.78,131.53,123.42,0.0113117847272727
2021-03-30,313.19,337.31,50.62,331.89,52.98,268.43,152.61,368.96,231.85,148.23,110.27,45.345,116.23,349.75,120.76,470.67,524.33,130.11,6.12,137.51,187.89,276.01,65.5,249.75,120.38,92.66,185.94,152.76451,78.57,509.13,128.7175,317.07,84.73,465.46,62.213333,513.39,75.055,47.33,86.54,130.87,119.9,60.32,572.56,239.6,475.95,63.77,51.77,134.43,242.16354,142.54,373.66,66.01,53.125,2334.89,99.23,126.76,212.99,31.018417,86.8,317.09,102.3235,1428.03,34.91,197.77,58.78,54.98,175.95,456.16,211.87334,632.69,124.64,288,204.43,243.23,236.54,40.28,135.44,118.49,0.00122367849162011
2021-03-31,321.29,341.31,50.28,339.56,54.9,277.15,155.08,384.06,235.77,148.11,109.27,45.545,114.46,352.48,119.04,473.14,541.53,132.59,6.09,138.86,188.47,279.75,64.63,248.81,119.91,93,188.99,154.70401,78.12,507.25,133.4825,330.4,84.7,475.37,61.946667,521.66,77.61,48.98,88.21,136.99,122.15,61.24,595.24,247.78,489.31,64,51.71,135.37,246.31357,141.45,383.06,66.51,54.305,2329.84,98.02,133.6,214.89,31.189554,89.8475,306.71,103.126,1472.14,34.37,201.34,58.53,54.11,176.69,463.66,222.64334,617.02,125.29,294.53,210.76,248.43,242.84,40,133.88,130.95,0.210897106481481
2021-04-01,326.23,348.31,51.11,351.85,54.75,283.9,160.38,385.04,242.35,148.27,109.38,45.68,115.93,354.94,122.17,474.93,545.05,137.79,6.27,143.4,189.4,278.71,66.44,249.17,120.51,95.54,192.06,158.05,78.88,507.82,138.1175,347.29,85.54,483.34,61.353333,539.42,80.085,49.66,92.41,141.49,123,63.11,639.3,254.23,486.36,64.55,51.98,137.96,249.20023,141.28,395.23,66.79,56.305,2382.46,98.76,141.52,213.04,31.310774,91.375,301.07,106.489006,1510.5,34.5,208.08,58.44,54.75,179.81,475.95,220.58334,608.58,127.65,298.66,223.06,254.97,247.54,40.03,143.93,132.55,0.16879655
2021-04-05,323.96,354.04,51.44,362.76,56.8,288.32,163.49,384.54,249.07,150.93,111.02,46.72,119.26,360.82,122.87,484.56,547.94,140.33,6.3,143.73,193.07,277.88,66.34,252.02,122.98,97.87,196.93,161.3365,80.33,509.11,139.875,355.08,86.29,491.62,62.64,540.67,81.91,51.07,93.75,145.87,125.9,63.69,660.8,260.11,491.31,66.54,52.41,141.54,255.31024,143.16,402.14,68.11,56.875,2409.18,100.36,143.05,215.32,31.717222,92.04,298.75,110.948,1503.45,35,214.7,58.82,54.8,181.55,488.48,230.35,605.5,131.4,308.91,221.23,255,251.02,40.31,142.91,129.91,0.208534597860963
2021-04-06,329.79,348.87,51.27,358.42,55.7,285.5,161.71,414.84,247.86,151.62,113.15,46.865,117.61,360.12,123.69,478.68,553.84,138.06,6.34,145.25,189.41,271.76,66.23,249.1,123.5,97.32,194.59,161.19101,79.66,514.26,138.615,346.6,86.77,491.34,61.9,544.53,80.37,50.85,93.49,143.46,126.21,62.52,652.48,257.36,492.9,65.56,52.025,141.28,255.61691,143.67,401.2,68.16,56.425,2422,95.42,139.54,215.3,31.77427,93.25,308.52,110.463005,1547.79,35.07,212.91,59.09,54.84,180.89,483.87,230.54001,613.39,131.43,306.26,223.13,254.9,253.19,40.7,148.13,133.53,0.173042146331237
2021-04-07,323.08,350.3,49.93,355.34,55.58,286.12,159.45,400.55,249.9,148.81,113.19,47.115,117.16,358.81,123.12,481.79,552.56,139.43,6.33,144.63,185.81,268.02,65.6,248.12,123.41,96.84,193.09,163.9695,79.21,512.64,141.435,348.04,86.69,493.41,61.646667,546.99,79.855,50.36,93.96,142.56,127.9,61.76,658.78,257,489.27,66.25,51.77,142.01,253.67357,143.41,401.05,68.05,56.71,2410.64,94.81,139.14,212.72,32.052364,92.35,306.04,111.9515,1542,35.27,212.14,59.19,54.6,179.99,482.46,223.65666,611.63,130.02,313.09,217.63,251.93,255.6,40.64,137.89,131.47,0.18732580968523
2021-04-08,331.28,345.72,50.22,362.24,54.79,293.43,162.12,403.74,253.25,149.44,113.04,47.65,116.88,361.22,124.15,476.36,575.75,140.34,6.31,144.47,188.2,265.73,65.02,246.88,127.45,96.46,195.2,164.96501,80.06,508.22,143.17,354.04,86.07,499.84,61.893333,554.58,80.895,50.38,95.29,145.46,130.36,62.19,668,261.01,499.66,67.05,51.91,141.55,256.78357,142.54,411.32,67.72,57.47,2427.99,96.04,139.35,210.28,32.016712,94.595,312.56,112.5215,1588,35.31,209.21,58.98,54.33,181.21,485.48,227.93333,615.16,130.11,313.02,224.11,257.04,264.5,40.81,140.2,133.88,0.245102397002725
2021-04-09,322.65,352.48,50.06,366.7,54.18,297.57,161.24,403.37,255.85,148.48,113.18,47.645,117.55,363.21,124.29,475.17,592.56,140.57,6.35,142.85,189.44,268.17,65.11,248.95,128.22,95.78,195.43,168.61,80.55,516.71,144,352.85,85.89,504.04,62.24,555.31,80.865,49.6,95.3,145.35,132.995,62.47,662,261.85,502.88,68.26,52.09,140.46,261.4936,142.57,417.61,67.43,59.015,2450.06,96.36,138.91,213.35,31.966797,95.7225,318.12,113.5335,1584.73,35.17,209.19,58.85,53.57,182.7,485.09,225.67334,614.24,129.03,312.46,225.4,257.61,266.77,40.14,137.62,140.92,0.090162172987013
2021-04-12,321.51,355.17,50.71,366.94,54.7,294.5,159.73,398.99,255.91,149.35,113.81,47.71,117.04,364.81,124.13,472.8,601.11,137.44,6.23,140.72,189.76,262.8,64.66,248.94,128,96.14,192.43,168.9695,80.23,519.57,152.09,345.1,86,506.03,63.52667,552.78,79.385,49.65,95.59,144.79,131.24,62.64,650.27,258.05,506.43,65.405,51.57,141.45,259.7536,143.02,415.93,67.91,59.155,2409.05,95.85,135,213.6,31.90262,96.7875,323.87,112.23101,1593.65,35.49,207.94,58.61,53.32,182.5,483.67,233.99333,619.3,130.76,311.54,230.66,259.51,269.03,40.7,133.77,139.4,0.117675452631579
2021-04-13,342.75,355.48,49.98,371.02,54.6,295.35,159.16,403.15,258.49,148.81,115.36,47.945,117.65,365.21,124.5,477.04,595.63,137.3,6.2,140.89,191.92,266.19,64.89,249.95,126.39,97.54,191.24,170,80.44,515.39,156.795,344.13,86.72,514.86,63.146667,553.73,78.68,48.75,92.15,146.15,134.43,63.82,644.99,261.93,516.94,65.22,51.66,142.11,264.82358,143.05,418.94,68.48,58.765,2404.29,96.28,135.1,215.94,32.209236,97.025,324,112.7215,1598.2,35.38,202,58.69,53.875,183.57,484.96,254.10667,621.29,130.79,309.76,242.19,265.93,275.43,40.92,135.15,149.71,0.21091295199115
2021-04-14,329.2,350.08,50.06,366.62,54.47,294.35,158.46,398.07,255.59,149.59,115.16,47.4,114.9,363.17,123.85,481.16,594.93,134.75,6.28,144.2,191.15,265.79,65.3,249.62,126.87,96.69,190.33,166.65001,79.46,517.69,152.77,336.5,87.07,510.63,62.413338,540.02,78.16,48.07,90.67,144.61,132.03,62.79,640.43,258.59,514.16,64.19,51.37,141.61,261.9436,142.11,411.29,68.68,59.485,2454.22,96.75,134.14,217.13,32.408897,97.775,323,112.0955,1546.56,35.36,199.89,58.32,53.3,181.95,477.3,244.07666,617.1,129.9,302.82,231.48,259.85,267.21,40.27,132.61,160.03,0.137609839140811
2021-04-15,332.38,351.86,50.39,374.62,53.72,298.86,160.71,401.96,259.5,149.18,116.66,47.975,117.02,368.8,125.53,494.64,606.23,137.84,6.24,149.64,191.89,270.44,65.77,255.13,129.07,97.78,193.17,168.95451,79.77,521.99,161.3725,338.54,87.805,523.25,63.353333,549.22,80.21,48.78,90.27,147.59,134.5,64.36,649.5,262.13,528.46,65.02,51.64,142.77,268.24026,142.31,417.56,69.96,60.84,2433.21,96.31,134.41,221.1,32.63708,99.8725,325.83,114.262505,1599.48,35.83,201.77,58.71,54.14,184.5,480,246.28333,636,131.47,307.82,239.13,260.29,274,41.05,132.38,159.87,0.29627507184265
2021-04-16,329.95,350.52,50.54,373.93,53.3,300.16,159.51,399,260.74,148.63,118.34,49.085,117.36,370.72,125.09,502.6,606.33,138.21,6.31,145.5,192.94,270.31,66.87,255.71,129.91,96.48,191.93,169.972,80.62,530.52,159.125,333,88.55,525.08,63.28,546.54,79.145,47.91,90.66,147.26,134.16,64.93,643.71,260.77,535,64.75,52.8,141.05,270.85696,144.16,415.82,70.37,61.74,2476.9,97.5,133.73,219.39,32.915176,100.01,324.1,114.137505,1591.88,36.01,199.38,58.77,55.11,185.46,478.79,246.59335,644.37,133.05,306.18,234.76,256.35,269.87,41,133.31,170.81,0.0171427101123596
2021-04-19,324.33,343.74,50.8,364.47,53.79,290.2,156.91,404.18,258.74,147.9,117.6,48.93,116.95,369.55,125.13,499.69,603.72,135.25,6.28,144.01,192.75,269.05,65.95,255.97,127.49,96,187.06,168.60051,80.4,533.77,153.6175,324.39,88.65,516.17,62.233334,554.44,77.015,46.65,88.41,141.94,134.84,63.79,621.73,250.64,528.58,63.63,52.85,139.63,270.39694,144.75,402.29,70.49,60.88,2456.2,96.43,130.89,219.18,32.44455,98.26,322.27,114.488,1570.99,36.13,194.76,58.69,54.14,184.53,462,238.21,644.42,131.99,302.24,228.21,254.51,267.91,40.95,132.8,161.91,0.018647407495069
2021-04-20,321.78,341.7,51.13,364.94,53.34,286.36,154.47,398.39,258.26,141.97,116.27,48.7,116.34,371.73,124.56,504.42,596.2,133.4,6.31,144.76,192.81,273.2,66.38,259.14,124.96,94.47,185.27,166.7345,79.61,536.27,151.7125,318.92,90.14,514.21,61.4,549.57,74.865,45.84,87.48,140.94,133.11,61.79,613.03,250.17,532.27,62.7,51.79,140.86,270.37027,145.71,405.37,71.55,60.645,2345,97.51,128.59,220.16,32.65847,97.2275,316.29,113.9505,1533.41,36.17,193.86,59.21,54.16,184.44,457.26,239.66333,652.46,130.55,302.65,226.34,249.92,264.43,41.03,125.61,156.78,-0.00687789039215684
2021-04-21,322.76,347.65,52.06,365.88,54.05,288.87,158.29,403.33,260.58,144.76,116.74,48.995,116.67,374.09,124.82,506.48,616.08,136.19,6.39,147.49,194.31,269.85,66.79,258.78,127.37,93.18,188.9,168.101,79.25,533.26,153.605,331.79,89.35,512.34,62.42,508.9,77.325,47.48,89.49,141.5,133.5,61.78,641.25,252.56,541.08,63.7,51.93,141.04,297.12698,146.98,408.95,71.32,61.275,2357.73,98.22,135.05,219.76,32.572903,100.405,326.68,113.9175,1576.99,36.31,201.13,59.57,54.655,185.38,459.79,248.04001,652.9,132.12,301.47,226.58,251.62,264.89,41.58,128.67,169.5,0.0595565084313726
2021-04-22,328.32,348.56,51.75,364.81,52.58,288,155.37,408.42,257.17,146.64,115.92,48.755,115.15,371.26,124.63,490.43,615.31,132.97,6.295,143.65,194.83,259,65.64,255.05,127.84,93.7,185.8,165.45201,79.04,529.58,148.5025,325.08,87.95,507.29,61.47,508.78,75.685,45.11,84.71,140.06,131.94,60.74,614.54,248.21,546.26,62.57,51.5,141.26,286.55362,146.07,406.78,71.12,61.445,2347.05,98.28,131.75,215.98,32.145065,102.595,338.75,112.626,1563.46,36.03,196.25,59.55,54.4,187.26,455.11,239.89667,657.68,131.73,296.52,228.45,252.95,262.27,40.97,133.32,168.1,0.186742530522088
2021-04-23,336.88,353.72,52.18,371.73,53.02,295.27,159.02,414.97,261.15,148.36,117.56,49.34,115.56,373.28,126.02,488.64,620.12,135.43,6.38,147.23,195.86,262.63,65.48,257.03,128.82,93.02,188.82,167.04399,78.69,532.61,152.6525,332.07,87.7,515.84,62.233334,505.55,78.19,46.1,86.03,142.08,134.32,60.91,627.49,251.45,559.1,59.24,51.91,143.14,291.84363,145.83,414.92,71.08,62.34,2395.43,99.23,134.86,217.9,32.02384,103.75,340.98,114.9965,1600.91,36.18,201.56,59.51,54.39,188.88,466.13,243.13335,657.54,133.32,301.13,230.82,254.8,266.03,40.41,138.61,173.63,0.14022557079646
2021-04-26,336.42,349.36,51.92,376.88,52.73,299.34,160.64,420.76,261.55,148.48,115.92,48.57,113.98,368.52,126.55,501.17,617.24,138.96,6.36,147.48,195.14,269.46,65.76,255.52,127.19,94.24,191.36,170.45,79.56,526.19,154.78,335.81,87.6,515.7,62.226665,510.3,79.58,47.32,87.84,144.23,134.72,61.58,643.17,256.88,558.42,58.76,51.64,143.79,288.64694,143.36,418.29,70.6,61.725,2458.25,98.85,137.3,216.97,31.838446,104.6925,337.8,115.4965,1623.01,35.61,205.02,58.77,54.32,186.47,471.85,246.06668,652.57,132.5,303.04,236.5,259.24,271.72,40.13,141.5,177.61,0.162128157249071
2021-04-27,333.49,350.15,51.91,373.51,52.51,297.87,159.55,413.55,261.97,149.74,116.15,48.51,115.01,370.21,121.66,491.81,621.76,138.01,6.31,144.24,195.89,267.39,64.67,255.13,129.17,91.6,190.21,170.8715,79.94,532.65,153.8175,330.49,87.2,517.32,60.853333,505.55,78.745,45.93,89.46,132.75,134.39,61.7,644.88,251.7,557.54,57.97,51.37,143.46,287.12695,142.89,416.12,70,61.985,2464.15,99.12,136.78,215.53,31.760008,105.425,339.28,114.549,1604.94,35.51,203.4,58.72,54.3,187.2,466.35,234.91333,653.52,132.92,303.57,236.12,261.33,268.82,40.1,140.08,183.41,0.22364336815562
