"Date","ZM-US","CTAS-US","FAST-US","ANSS-US","WBA-US","ADSK-US","ADI-US","ILMN-US","MSFT-US","MAR-US","SBUX-US","MNST-US","DLTR-US","COST-US","FISV-US","REGN-US","ALGN-US","QCOM-US","SIRI-US","SGEN-US","ADP-US","BIIB-US","GILD-US","AMGN-US","ROST-US","ATVI-US","TXN-US","AMZN-US","CTSH-US","ORLY-US","NVDA-US","KLAC-US","AEP-US","ADBE-US","PCAR-US","NFLX-US","MCHP-US","MRVL-US","MU-US","CDNS-US","AAPL-US","EBAY-US","LRCX-US","SNPS-US","IDXX-US","INTC-US","CSCO-US","EA-US","ISRG-US","PEP-US","INTU-US","XEL-US","CPRT-US","BKNG-US","PAYX-US","AMAT-US","VRTX-US","EXC-US","DXCM-US","LULU-US","GOOGL-US","MELI-US","KDP-US","NXPI-US","MDLZ-US","CMCSA-US","VRSK-US","AVGO-US","TSLA-US","CHTR-US","TMUS-US","META-US","TEAM-US","WDAY-US","PYPL-US","KHC-US","PDD-US","MRNA-US","sentiment"
2021-07-07,393.91,389.61,53.7,353.28,47.49,296.11,165.43,473.45,279.93,139.61,117.14,45.42,99.37,404.68,109.14,585.9,612.22,139.97,6.57,149.73,203.34,355.33,68.36,243.22,124.09,93.31,189.78,184.82901,68.93,585.1,203.7175,307.06,85.62,605.77,57.90667,535.96,71.755,56.68,78.22,139.1,144.57,70.07,613.59,279.86,665.31,55.96,53.26,142.95,318.23032,149.79,506.09,67.69,69.37,2166.77,109.81,134.87,198.99,32.180717,111.88,377.82,126.474,1540.9,35,198.35,63.05,58.17,182.09,469.54,214.88335,742.37,148.04,350.49,269.06,238.65,297.13,39.85,110.29,221.9,-0.0550245083333333
2021-07-08,386.01,386.8,53,352.24,46.72,294.47,163.91,472.86,277.42,137.64,115.99,44.92,98.27,407.15,107.74,574.92,616.79,138.29,6.46,148.96,201.86,369.05,67.69,244.28,121.67,92.18,188.24,186.5705,68.37,581.53,199.0275,303.09,85.31,605.95,57.10667,530.76,70.51,56.27,77.11,137.31,143.24,68.65,606.03,278.86,659.94,55.39,53.26,140.45,317.2903,149.86,506.09,67.5,68.425,2163.92,110.22,132.53,197.74,32.0381,111.7425,373.53,125.044,1526.93,34.77,195.99,62.95,58.23,181.21,470.5,217.60333,743.5,146.86,345.65,266.66,237.09,295.05,39.6,108.77,232.79,0.0648247024324324
2021-07-09,385.08,388.32,53.84,353.76,47.41,295.38,166.27,476.8,277.94,142.48,117.47,45.12,99.51,412.37,108.94,580.4,627.19,141.43,6.56,148.5,203.72,358.16,68.22,245.2,124.77,92.38,190.27,185.96701,69.14,591.65,200.5025,308.76,85.39,604.5,58.333336,535.98,72.01,57,78.74,138.5,145.11,69.46,612.85,280.75,667.03,55.99,53.74,140.99,316.927,149.48,503.93,67.67,69.245,2194.99,111.9,134.9,198.16,32.02384,110.1825,377.42,125.51851,1554.97,35,200.35,63.02,58.03,181.71,480.18,218.98334,736.47,146.01,350.42,268.64,239.94,300.21,39.95,111.07,232.81,0.1324520446875
2021-07-12,379.12,392.07,54.02,350.94,47.55,291.93,167.55,484.1,277.32,141.77,118.46,45.585,98.95,407.88,108.83,574.03,642.86,142.47,6.52,145.97,203.75,349.04,68.07,244.37,124.1,92.91,191.92,185.9275,69.25,591.51,205.125,314.02,85.41,600.2,58.873333,537.31,73.095,57.33,79.56,137.73,144.5,68.97,625.42,278.56,659.54,56.73,53.23,141.39,319.68365,149.51,505.1,67.84,69.575,2204,111.67,136.8,198.34,32.287674,111.4425,368.91,126.9755,1526,34.98,204.41,62.95,58.26,180.02,485.75,228.56668,719.8,146.9,353.16,261.36,236.39,302.97,39.79,110.52,239.34,0.160480226627219
2021-07-13,378.39,380.98,53.16,351.52,47.32,296.42,167.26,483.52,280.98,138.34,119.55,46.01,98,407.06,110.09,577.01,642.4,141.18,6.45,143.88,203.91,351.92,68.01,244.83,122.67,93.25,191.2,183.86801,68.7,589.5,202.5,311.61,85.24,605.01,58.4,540.68,71.965,56.77,78.45,137.72,145.64,68.74,624.67,278.09,662.58,56.87,53.32,143.25,318.7503,152.96,506.69,67.58,69.15,2188.44,111.63,136.29,198.33,31.938274,111.5975,370.77,127.34151,1548.21,35.02,204,63.07,57.82,181.17,484.01,222.84666,710.7,147.77,352.09,261.14,232.99,301.19,39.16,112.07,235.15,0.202438881422018
2021-07-14,360.61,378.95,53.23,352.37,46.88,297.1,166.16,460.92,282.51,139.63,119.8,46.5,98.89,409.95,109.74,581.06,635.09,143.75,6.5,142.45,204.5,352.06,67.93,244.7,124.89,92.32,191.28,184.084,69.23,595.04,198.415,309.12,86.18,608.83,58.5,547.95,71.77,56.01,78.49,138.83,149.15,68.03,617.88,279.08,659.85,56.52,54.09,143.12,318.36032,154.54,505.56,68.09,69.765,2176.62,112.33,135.65,197.89,32.187847,110.1225,376.99,128.237,1507.01,35.5,203.55,63.51,57.77,182.33,481.59,217.79333,701.37,148.9,347.63,259.22,232.03,300.75,38.99,108.94,246.66,0.323579671153846
2021-07-15,356.81,369.15,53.53,352.21,46.25,294.79,163.66,462.49,281.03,139.53,118.97,46.81,98.68,411.82,110.8,589.32,621.7,141.46,6.44,143.97,207.03,328.16,68.3,246.63,123.7,90.68,188.26,181.56,68.83,597.46,189.6625,303.75,87.18,606.17,58.893333,542.95,68.725,55.7,76.92,137.55,148.48,68.14,610.74,277.68,657.42,55.81,53.65,142.66,317.88696,155.25,503.17,68.72,69.745,2169.39,112.67,133.2,200.09,32.608555,110.355,376.17,127.005005,1508.48,36.01,194.41,64.12,57.95,184.76,477.34,216.86667,704.93,148.34,344.46,259.36,228.7,296.51,39.43,110.74,259.675,0.0436445142857143
2021-07-16,361.97,386.22,53.59,349.79,46.02,293.33,160.44,465.46,280.75,135.05,118.73,46.535,98.19,410.37,111.2,583.24,616.12,139.71,6.39,146.39,205.6,324.62,68.63,247.96,119.49,91.8,186.12,178.6815,68.24,601.3,181.61,293.22,87.49,606.1,58.40667,530.31,66.88,53.97,75.01,137.67,146.39,68.18,588.48,276.56,667.76,54.97,53.7,143.1,316.70364,155.82,501.51,69.13,70.07,2144.72,111.85,128.18,202.28,32.793957,112.1725,371.69,126.96999,1512.51,35.88,190.11,64.26,57.55,186.99,468.07,214.73999,709.99,149.41,341.16,260.64,227.53,294.63,39.3,107.45,286.43,0.162398070061728
2021-07-19,354.2,378.58,53.5,343.47,45.58,287.31,158.98,469.74,277.01,130.85,115.32,46.125,98,414.15,106.66,585.23,595.56,138.79,6.34,144.41,201.68,324.16,68.23,246.73,115.54,90.3,186.24,177.4795,66.46,594.45,187.7975,294.33,85.77,602.05,57.806667,532.28,65.99,54.8,74.58,137.72,142.45,68.53,591.52,274.48,669.4,54.64,53.06,141.24,310.73032,155.8,498.78,68.27,69.86,2067.55,109.41,128.62,199.24,32.3162,108.7625,373.04,124.578,1497.27,35.58,188.62,64.02,56.63,184.31,465.67,215.40666,711.47,144.61,336.95,262.87,226.15,294.85,39.34,104.69,313.59,-0.111844262019231
2021-07-20,355.81,389.2,54.15,350.87,46.06,296.12,160.91,487.25,279.32,135.03,117.42,46.855,99.01,416.24,108.84,587.24,615.71,139.55,6.53,145.3,203.14,322.49,69.16,246.89,118.59,91.51,187.77,178.6595,67.61,607.38,186.12,302.77,85.74,608.72,58.726665,531.05,68.515,56.56,75.39,139.79,146.15,69.57,607.09,277.89,669.39,55.24,53.58,141.07,318.3503,155.82,508.56,68.16,71.725,2130.43,110.46,131.97,196.55,32.84387,111.925,383.3,126.209496,1542.15,35.89,193.31,64.41,57.08,187.43,468.59,220.16667,718.76,144.4,341.66,267.62,230.83,298.07,39.4,102.25,307.33,0.145835561316872
2021-07-21,352.97,392.16,54.24,354.38,46.67,301.78,164.84,480.85,281.4,140.36,119.27,46.675,99.09,415.01,110.04,583.72,619.65,142.17,6.55,143.6,204.47,322.96,68.41,244.85,121.65,91.17,194.24,179.26,67.75,604.39,194.1,316.88,84.72,612.26,58.76667,513.63,70.33,58.33,77.19,140.76,145.4,69.86,637.25,278.22,670.51,56.23,53.88,140.72,314.98032,155.24,514.45,67.06,72.2,2194.03,111.39,138,196.27,32.686993,111.745,383.62,127.549,1550.17,35.5,198.62,64.02,57.81,187.09,479.02,218.43,718.42,144.57,346.23,268.85,237.36,301.77,39.37,104.52,321.11,0.22328543817734
2021-07-22,361.39,391.07,53.91,358.23,46.49,308.51,162.02,486.52,286.14,138.5,122.63,46.685,99.39,417.54,110.05,586.88,627.92,142.44,6.48,143.33,203.29,326.36,68.65,244.74,121.2,90.47,183.91,181.9015,68.11,609.04,195.94,314.36,84.88,623.68,58.093334,511.77,69.19,57.98,75.53,143.02,146.8,72.06,635.93,281.6,683.03,55.96,54.54,142.29,324.6303,155.19,521.31,67.24,72.76,2194.41,110.94,137.18,196.02,32.808212,112.7225,395.85,128.4215,1591.22,35.73,194.31,63.84,57.79,187.2,476.33,216.42001,720.22,144.75,351.19,269.13,237.92,303.69,38.8,104.96,323.48,0.29652149481982
2021-07-23,359.23,395.34,54.64,365.4,46.53,312.65,163.55,495.51,289.67,139.18,125.97,48.145,100.15,423.43,111.79,586.35,638.28,144.88,6.43,145.6,206.08,325.4,69.02,247.72,121.68,91.5,186.85,182.832,69.29,620.92,195.58,320.76,85.98,625.87,58.38667,515.41,69.61,58.92,75.94,145.67,148.56,73.54,640.27,285.07,693.74,53,55.23,144.99,325.48703,157.18,528.43,68.27,73.32,2202.57,112.25,138.43,200.5,33.17188,115.18,402.79,133.015,1613.81,36.07,196.35,64.89,58.36,188.39,483.15,214.46,726.81,144,369.79,271.29,240.4,308.53,39.22,97.31,348.83,0.260852832474227
2021-07-26,373.14,388.8,54.35,363.25,47.25,313.62,163.9,491.51,289.05,142.49,126.06,48,100.59,423.23,111.35,577.78,635.58,143.5,6.38,143.02,206.27,331.93,68.75,245.08,122.39,90.14,188.26,184.99101,69.43,619.56,192.94,318.63,87.68,620.8,57.940002,516.49,69.695,58.95,76.3,144.97,148.99,73.26,640.39,283.89,685.67,54.31,55.47,145.25,322.03363,157.07,529.31,68.31,72.975,2230.7,112.68,138.48,198.93,33.09344,113.145,395.44,134.035,1585.71,36.05,198.16,64.84,58.7,186.82,482.24,219.20667,729.66,144.97,372.46,267.54,238.61,306.8,39.52,88.71,335.87,0.211037616513761
2021-07-27,367.54,388.86,54.39,359.85,46.82,308.25,162.59,486.25,286.54,143.45,126.03,47.59,99,424.34,114.68,581.01,625.51,140.93,6.71,144.42,207.89,333.96,68.93,244.68,121.63,84.05,185.13,181.3195,69.13,616.47,192.08,309,89.39,618.28,56.40667,518.91,67.975,57.98,74.22,143.27,146.77,72.29,622.59,281.16,686.95,53.18,55.28,141.93,325.027,157.94,522.91,69.46,73.03,2246.19,113.22,134.9,202.85,33.685287,112.145,391.43,131.90001,1580,35.51,194.25,65.23,58.56,186.7,475.36,214.92668,726.75,144.82,367.81,264.97,230.66,300.48,39.27,79.53,328.5,0.199775975140449
2021-07-28,369.49,390.37,54.02,362.63,47.11,313.13,164.04,492.22,286.22,144.57,122.41,47.025,99.03,422.22,113.91,586.41,621.87,142.44,6.48,146.1,206.88,334.18,70.06,244.25,121.18,84.82,186.85,181.516,69.79,609.59,195.03,315.57,88.99,620.92,55.166668,519.3,68.94,58.99,75.55,144.59,144.98,72.89,635,283.69,695.58,53.07,54.77,143.56,324.167,156.49,523.1,68.7,72.8,2226.33,112.77,137.21,202.24,33.49989,114.98,393.09,136.094,1637.03,35.33,198.58,63.4,57.98,185.27,477.65,215.66,722.26,145.12,373.28,269.08,234.39,301.98,38.92,91.89,349.32,0.20433992745098
2021-07-29,386.02,393.14,54.85,365.37,47.04,320.5,166.54,491.63,286.5,147.88,122.38,47.29,99.1,425.28,114.46,583.13,676.98,150.99,6.49,146.95,208.83,329.17,69.83,242.46,122.58,83.57,189.83,179.996,73.92,596.32,196.62,319.43,89.14,621.7,55.52667,514.25,70.515,60.31,77.08,145.8,145.64,73.41,619.63,285.53,704.16,53.7,55.07,143.38,327.16367,156.81,525.51,68.79,73.35,2214.34,113.63,137.5,200.38,33.742332,114.0125,402.87,135.77751,1641.52,34.95,204.27,63.33,58.11,187.81,484.11,225.78333,713.8,144.63,358.32,266.79,235.25,283.17,38.98,92.1,345.64,0.244352157196496
2021-07-30,378.1,394.18,54.77,368.46,47.15,321.13,167.42,495.75,284.91,145.98,121.43,47.16,99.79,429.72,115.11,574.61,695.8,149.8,6.47,153.39,209.63,326.73,68.29,241.54,122.69,83.62,190.62,166.3795,73.53,603.84,194.99,348.16,88.12,621.63,55.326668,517.57,71.56,60.51,77.58,147.65,145.86,68.21,637.41,287.99,678.53,53.72,55.37,143.96,330.48703,156.95,529.97,68.25,73.5,2178.26,113.82,139.93,201.58,33.371536,128.8775,400.17,134.7265,1568.7,35.21,206.39,63.26,58.83,189.94,485.4,229.06668,744.05,144.02,356.3,325.12,234.4,275.53,38.47,91.61,353.6,0.0985605040169133
2021-08-02,378.96,389.37,54.71,369.63,46.83,322.07,167.62,492.99,284.82,144.87,120.37,46.68,98.88,428.92,109.75,577.13,700,148.86,6.49,154.24,209.45,331.7,68.35,239.79,121.01,82.76,190.72,166.574,73.67,601.13,197.5,345.91,88.34,618.75,54.733334,515.15,72.495,60.57,77.64,147.29,145.52,68.63,641.8,287.61,678.72,53.68,55.45,144.11,330.8503,156.32,527.51,68.56,73.02,2170.94,113.24,142.01,198.32,33.53554,127.8375,402.65,134.8545,1578.65,34.39,208.98,63.46,58.47,190,484.68,236.55667,749.87,144.91,351.95,322.58,233.65,270.99,38.58,91.48,346.61,0.0914615155172414
2021-08-03,374.88,390.42,55.93,370.82,47.49,327.61,168.68,498.42,287.12,142.63,119.13,46.52,99.89,435.07,108.2,586.51,701.34,147.95,6.45,158.19,213.44,338,69.83,244.08,122,79.83,189.34,168.312,74.9,612.5,198.15,346.89,89.09,621.28,54.566666,510.82,73.41,61.34,80.86,149.85,147.36,68.01,645.52,289.2,695.67,54.06,56.25,139.8,333.20364,156.67,530.18,68.7,74.095,2139.29,114.8,142.16,200.05,33.78512,130.305,407.51,135.63,1575.7,34.82,210.53,63.38,58.23,188.49,486.79,236.58,770.02,144.5,351.24,329.42,235.36,273.5,38.94,88.91,386.51,0.049101634059098
2021-08-04,400.58,387.81,55.3,372.57,46.54,329.09,172.58,504.6,286.51,137.97,118.25,46.005,97.73,435.04,108.74,580.95,708.01,148.22,6.43,163.21,212,338.1,69.24,228.31,118.7,81.52,192.38,167.73601,73.56,605.83,202.74,353.8,88.83,625.68,54.066666,517.35,73.755,61.89,81.98,151.08,146.95,68,649.78,291.49,698.48,53.9,55.69,139.91,330.29367,154.05,536.06,68.95,74.165,2085.64,114.26,142.76,199.59,33.350147,128.6325,410.47,135.1255,1570,34.37,212.43,61.72,57.97,187.48,487.8,236.97333,770,142.22,358.92,340.44,232.23,275.5,36.94,89.28,419.05,0.0390777842809364
2021-08-05,398.68,392,55.45,373.47,46.93,328.82,169.93,515.68,289.52,141.72,119.03,45.975,98.94,443.19,109.64,602.47,699.22,146.83,6.51,162.2,213.29,336.59,69.3,233.99,120.67,80.32,193.16,168.7995,73.4,605.15,206.37,353.71,89.66,632.08,53.393333,524.89,74.89,61.05,81.49,151.76,147.06,67.28,645.66,293.2,705.76,53.89,55.76,136.87,339.70035,154.31,538.01,69.24,74.105,2207.71,115.3,142.27,202.99,33.991905,130.9825,414.39,136.25151,1786.11,34.46,212.9,61.86,58.34,189.91,487.67,238.21,769.91,141.93,362.97,342.43,236,280.67,36.94,88.74,416.26,0.123198357293497
2021-08-06,383.47,391.3,55.26,374.74,47.1,332.77,171.13,497.24,289.46,141.59,119.05,48.485,98.77,439.63,110.89,610.86,693.67,146.28,6.5,160.99,213,340,68.78,230.15,123.09,82.43,192.96,167.247,73,603.45,203.66,353.35,89.34,631.38,53.36,520.55,74.865,60.54,82,151.07,146.14,65.49,647.96,292.43,685.2,53.92,55.59,136.34,343.34036,154.33,534.29,69.08,72.995,2182.98,115.41,142.65,200.67,33.94199,129.16,408.52,135.73851,1756.27,34.29,213.75,61.77,58.69,188.13,485.43,233.03333,770.09,142.23,363.51,334.51,235.72,279.54,37.2,87.46,413.72,0.0519474489552238
2021-08-09,383.34,392.45,54.96,371.63,47.44,332.77,171.31,506.15,288.33,137.11,117.94,49.235,98.34,440.47,110.32,613.94,686.56,146.92,6.25,159,213.7,340.2,68.46,227.89,121.46,81.41,190.45,167.0935,72.53,598.6,202.95,351.52,88.76,629.22,53.26667,519.97,74.75,60.48,80.21,150.29,146.09,65.35,640.5,291.4,686.41,54.05,55.47,136.16,344.00034,154.35,535.23,69.12,73.015,2157.78,115.18,142,200.4,33.82077,129.395,407.64,136.91301,1755.74,34.37,217.11,62.02,58.28,187.46,484.68,237.92001,765.5,142.99,361.61,335.84,234.19,278.15,37.31,92.71,484.47,-0.0326814919786096
2021-08-10,372.55,390.83,54.87,361.68,48.43,331.28,171,506.38,286.44,137.99,116.39,49.395,101.42,443.03,111,614.98,687.38,145.87,6.16,156.82,216.72,337.22,69.24,227.96,125.74,82.99,189.65,166.034,73.07,600.65,199.36,342,88.75,621.74,53.166668,515.84,75.25,59.75,75.91,149.05,145.6,67.31,617.17,288.25,671.53,53.94,55.61,137.03,331.8737,154.43,530.13,68.71,71.665,2200.47,115.87,138.06,196.46,33.9206,124.985,405.87,136.80699,1878.53,34.37,217.26,62.04,58.45,187.5,482.26,236.66333,766.5,143.2,361.13,327.52,230.7,274.37,37.47,91.59,456.76,0.00101229015748031
2021-08-11,358.56,390.13,55.67,363.08,49.72,328.64,170.46,502.77,286.95,138.12,116.5,49.36,102.32,444.3,111.81,608.45,687.78,146.68,6.14,157.33,216.25,339.05,69.84,228.13,127.25,85,189.5,164.60551,75.05,601.18,196.99,342.66,89.17,626.03,55.18667,512.4,75.235,59.79,75.03,150.53,145.86,68.02,608.52,288.95,665.32,54.14,55.86,138.3,331.8837,155.04,532.23,69.07,71.695,2200.22,116.76,134.82,195.25,34.36983,122.565,408.82,136.279,1887.57,34.66,218.42,62.47,59.09,190.37,483.55,235.94,776.65,144.59,359.96,332.56,231.37,276.41,37.77,89.61,385.33,-0.0433220837370242
2021-08-12,362.86,388.65,55.32,363.45,49.32,332.05,168.58,510.61,289.81,134.77,115.75,48.81,101.44,445.36,110.96,608,704.27,147.15,6.03,156.19,214.9,340.68,70.88,228.15,125.43,85.17,187.87,165.175,76.52,596.93,199.05,328.51,88.95,634.35,54.68,510.72,75.575,59.86,70.25,152.26,148.89,68.89,583.51,292.19,675.67,53.54,56.39,138.99,333.33365,155.07,536.92,68.79,70.68,2193.17,116.51,129.22,194.81,34.24861,123.2125,408.91,137.194,1842.665,34.4,214.53,62.39,59.03,190.13,484.26,240.75,774.57,144.74,362.65,338.04,235.33,274.59,37.36,87.42,391.42,0.0956345132978723
2021-08-13,355.24,389.41,55.27,362.59,49.29,332.78,170.08,517.32,292.85,134.38,116.76,49.06,101.77,447.82,111.62,624.79,691.19,148.64,6.03,156.44,215.17,342.25,71.16,229.68,124.66,83.85,188.7,164.6985,77.63,594.03,201.88,327.88,89.69,637.31,54.093334,515.92,75.785,60.39,70.92,152.67,149.1,74.02,580.41,293.12,672.1,53.49,56.47,138.68,334.34702,156.52,540.74,69.04,70.75,2203.42,117.17,129.9,194.36,34.47679,122.8525,408.72,137.72751,1851.6,34.45,215.26,63.36,59.32,191.24,486.16,239.05667,771.71,144.94,363.18,337.94,236.68,274.91,37.87,84.38,389.78,0.197490084179104
2021-08-16,348.41,393.42,55.62,363.2,49.14,330.18,171.07,524.84,294.6,133.13,117.54,49.21,102.29,452.86,112.34,628.6,690.75,148.13,6.07,155.87,216.56,343.5,71.71,231.07,124.8,83.85,189.85,164.94951,77.18,603.9,199.5,329.19,90.3,636.94,54.10667,517.92,75.205,59.16,70.93,151.87,151.12,75.25,588.87,294.42,675.48,53.47,56.28,140,339.41367,158.05,542.94,69.77,70.395,2130.89,118.19,131.69,190.97,34.6408,126.545,407.42,138.3095,1795,35.13,213.18,63.69,59.25,191.4,488.14,228.72333,782.58,140.73,366.56,334.02,232.58,278.28,38.01,82.22,373.86,-0.0187178590785908
2021-08-17,345.54,394.19,54.87,357.27,49.14,324.7,166.3,522.89,293.08,130.36,116.57,48.76,100.48,452.34,112.93,647.44,680.89,144.41,6.12,159.73,214.8,349.79,73.03,231.2,120.76,83.37,186.32,162.098,77.01,599.77,194.58,322.45,90.54,635.01,53.426666,518.91,72.845,58.52,70.78,149.59,150.19,72.84,578.99,291.62,678.12,52.69,56.01,141.04,345.00034,157.9,535.86,69.95,69.515,2113.27,117.04,128.8,198.44,34.483925,127.56,392.48,136.6615,1767.99,34.65,206.5,64.06,59.47,193,478.69,221.90335,788.37,140.67,358.45,336.73,231.36,271.1,37.91,79.45,401.86,-0.0818008322147651
2021-08-18,340.93,388.25,54.21,353.61,49.02,323.52,165.78,510.61,290.73,130,115.68,47.93,101.43,446.21,114.26,635.57,675.26,142.18,6.14,158.77,208.47,341.87,71.96,226.84,124.05,82.83,183.8,160.061,76.67,598.84,190.4,317.55,89.75,626.77,53.26667,521.87,71.835,57.84,70.62,148.02,146.36,72.83,569.51,290.63,676.94,52.19,55.15,139.99,346.46036,156.28,532.98,69.33,68.885,2086.31,114.71,127.37,194.77,34.384094,127.385,391.38,135.449,1784.13,34.38,203.82,62.97,59.03,190.76,468.97,229.66333,785.47,139.83,355.45,337.73,231.58,268.84,36.95,80.96,398.8,-0.0313826978070175
2021-08-19,332.38,391.38,55.06,357.72,47.55,330.35,166.79,470.36,296.77,130.26,114.32,48.59,101.06,454.26,116.25,655.63,679.86,140.61,6.17,158.09,211.12,338.62,71.67,224.39,126.58,83.17,185.04,159.3875,75.79,602.13,197.98,322.35,90.4,637.66,53.58,543.71,72.125,58.98,70.28,153.27,146.7,72.83,577.14,315.99,681.71,52.44,57.27,140.6,351.88034,158.91,543.44,70.12,68.795,2075.86,115.26,129.2,195.04,34.790543,126.3875,396.49,135.68001,1759.96,34.89,203.02,63.68,58.96,194.68,473.53,224.48999,785.54,140.89,355.12,334.56,231.9,270.58,36.83,74.69,375.53,0.113101139914163
2021-08-20,336.86,391.81,55.47,362.22,48.3,334.38,166.64,486.71,304.36,131.15,114.63,48.37,102.67,458.99,116.09,663.27,681.57,142.09,6.3,159.3,211.58,341.74,72.44,223.53,123.12,82.63,184.97,159.9975,76.7,606.41,208.16,319.97,91.08,647.34,53.513332,546.88,72.42,59.85,70.23,156.67,148.19,73.36,565.97,316.88,682.14,52.01,58.22,140.17,347.94034,158.35,545.3,70.61,69.99,2074.74,115.42,127.2,195.85,35.19699,129.7475,397.83,137.4295,1786.54,34.82,205,63.49,59.41,196.39,475.17,226.75334,794.09,141.81,359.37,346,235.95,272.96,36.6,77.29,382.98,0.0554883344615385
2021-08-23,341.3,391.93,55.55,367.02,48.51,336.76,169.63,478.33,304.65,134.15,115.15,48.375,103.51,454.93,117.87,667.29,697.5,144.14,6.24,165.56,211.73,346.43,72.55,225.64,124.45,82.22,187.85,163.2935,77.36,602.6,219.58,328.54,90.12,656.86,53.600002,553.33,73.94,62,71.74,158.32,149.71,73.2,584.3,320.92,671.11,53.23,58.54,142.82,348.67368,157.85,552.49,68.99,69.8,2137.32,115.47,131.49,198.4,34.98307,128.18,404.36,140.0415,1810,35.03,210.63,63.1,59.8,197.51,482.45,235.43333,797.51,142.54,363.35,352.49,242.62,276.98,36.64,81.08,411.89,0.177274038873995
2021-08-24,340.25,390.9,55.1,368.73,48.34,341.07,165.85,479.67,302.62,136.89,115.08,48.315,105.21,451.79,118.62,669.95,712.84,144.46,6.31,167.94,208.19,349.4,72.25,224.38,123.79,81.79,187.82,165.289,78.01,599.4,217.93,328,89.23,657.24,54.5,553.41,74.025,62.55,71.98,158.58,149.62,72.84,585.58,324.95,672.54,53.81,59.32,142.57,348.897,155.89,554.02,68.29,70.7,2233.11,114.29,131.44,199.73,34.87611,128.825,405.8,141.2615,1855.29,34.97,214.52,62.25,59.53,197.17,481.43,236.16333,792.64,142.5,365.51,353.89,245.81,279.51,36.55,99.12,394.94,0.192215606506024
2021-08-25,337.74,392.16,55.51,365.83,48.65,342.27,164,487.47,302.01,136.9,115.57,48.565,106.32,451.23,119.11,669.18,716.9,143.87,6.31,169.82,208.19,342.75,71.41,221.59,123.98,80.81,188.09,164.959,77.49,607.07,222.13,334.02,89.33,656.8,54.646667,547.58,75.725,63.2,74.04,158.63,148.36,74.16,588.77,325.01,676.42,53.81,59.35,141.86,347.987,155.2,555.61,68.31,71.965,2263.79,114.23,132.82,201.33,34.861847,129.39,408.32,142.07901,1871.94,34.92,217.79,61.87,59.48,197.82,483.41,237.06668,796.67,139.86,368.39,353.41,246.11,277.69,36.75,97.84,397.87,0.0228032200913242
2021-08-26,340.63,390.07,55.57,361.31,47.84,310.19,167.36,470.86,299.09,133.67,114.32,48.42,93.48,449.31,117.41,665.77,696.56,142.38,6.2,168.94,207.08,342.24,71.43,221.47,119.25,81.25,187.97,165.8,76.98,600.28,220.68,333.75,89.25,652.39,54.313335,550.12,77.97,63.24,72.77,159.37,147.54,75.64,585.35,326.51,673.36,53.13,59.2,141.47,347.41702,154.63,552.64,68.3,71.485,2276.8,113.39,132.49,198.25,34.78341,129.265,404.44,141.4405,1835.68,34.97,222.24,61.44,59,197.78,485.74,233.72,797.4,137.58,364.38,349.99,246.76,273.62,36.07,95.86,400.3,-0.00767001906077348
2021-08-27,340.81,391.69,55.67,365.02,48.48,315.64,166.48,464.58,299.72,136.02,115.12,48.665,90.89,450.34,117.94,663.29,701.85,144.85,6.25,166.81,208.96,343.19,71.28,222.78,118.89,82.43,190.52,167.48149,77.24,591.91,226.36,342.93,89.29,658.52,54.833336,558.92,79.69,61.34,74,162.47,148.6,76.41,609.59,331.81,668.27,53.89,59.02,142.94,345.50702,154.94,565.94,68.7,72.22,2305.47,114.37,136.55,199.92,35.004463,130.1775,405.97,144.00401,1865,35.13,226.51,61.89,59.4,199.52,495.94,237.30667,807.18,138.38,372.63,358.34,269.28,278.33,36.38,94.63,382.22,0.0620432420485175
2021-08-30,347.5,393.53,56.13,365.8,48.63,313.39,166.98,457,303.59,135.1,115.61,48.905,90.93,455.93,116.96,677.08,702.11,145.94,6.27,168.6,209.07,344.42,72.01,224.13,118.48,81.12,191.43,171.0785,76.85,596.65,226.88,342.11,89.62,665.99,54.700005,566.18,79.505,61.96,73.16,163.89,153.12,77.55,607.99,334.28,686.97,53.94,59.13,143.29,352.97037,156,565.57,69.03,72.225,2277.71,114.52,136.05,199.49,35.118553,130.385,414.52,144.5905,1878.9,35.26,227.64,62.16,59.71,200.78,498.89,243.63666,814.2,137.9,380.66,366.03,271.37,288.47,36.12,94.98,370.69,0.0710000461928934
2021-08-31,289.5,395.77,55.85,365.36,50.75,310.09,162.95,457.16,301.88,135.14,117.49,48.785,90.54,455.49,117.79,673.4,709,146.69,6.27,167.6,209.04,338.91,72.78,225.53,118.4,82.37,190.91,173.5395,76.31,594.08,223.85,339.96,89.57,663.7,54.58,569.19,78.68,61.19,73.7,163.48,151.83,76.74,604.82,332.24,673.76,54.06,59.02,145.21,351.18704,156.39,566.11,68.75,72.16,2299.67,114.47,135.13,200.29,34.954548,132.355,400.17,144.6975,1867.45,35.67,215.13,62.07,60.68,201.76,497.21,245.23999,816.66,137.02,379.38,367.06,273.16,288.66,35.99,100.02,376.69,-0.0157666079881657
